account,postdate,tweet,link,topic_tag,comments,retweets,likes,shares,replysource,platform,views
fabfulton,2025-08-03 23:15:05+00:00,"Traveling? Measles is spreading in some states and countries. The measles, mumps, and rubella (MMR) vaccine is the best protection against measles. Contact your health care provider to be sure all travelers are protected.  @nysdoh has more information at the link in their IG bio. . #measles #mumps #rubella #travel #prevention #nysdoh",https://www.instagram.com/p/DM6TMMtPGdG/,,0,0,0,,,instagram,
klinikutamasgbesi24jam,2025-08-07 01:45:41+00:00,"💉 “Comel tak cukup, kena sihat juga!”  Bayangkan anak kita yang comel tu tak dilindungi daripada penyakit campak, beguk dan rubella? 😢  MMR (Measles, Mumps, Rubella) ialah vaksin penting untuk kanak-kanak yang biasanya diberi pada usia 9 bulan dan 12 bulan. Lindungi anak sebelum terlambat.  📍 Datang ke Klinik Utama Sungai Besi untuk vaksin MMR. 📞 Call/WhatsApp kami: +6013-538 4030  #klinikutamasungaibesi #sungaibesi #lakefields #klinik24jam #vaksin #mmr #vaksinmmr #vaccine #mmr #mumps #measles #rubella",https://www.instagram.com/p/DNCSz_ySU1S/,,0,0,0,,,instagram,
apotekarsketajne,2025-07-29 12:14:13+00:00,"📌 Vodene boginje, rubeola, morbili, roseola... Sve su to boginje, ali nisu iste! 👀 Znaš li kako da ih razlikuješ? 🤔  🔹 Vodene boginje (Varicella) – plikovi koji svrbe i pojavljuju se u talasima 🔸 Rubeola (morbili) – visoka temperatura, kašalj, osip od glave ka telu 🔹 Rubella (nemačke boginje) – blaži osip i uvećani limfni čvorovi 🔸 Roseola (šesta bolest) – prvo visoka temperatura, pa tek onda osip  👶 Najčešće pogađaju decu, ali i odrasli ih mogu dobiti – naročito ako nisu vakcinisani.  📲 Sačuvaj post – nikad ne znaš kad će zatrebati!  #boginje #vodeneboginje #rubeola #rubella #roseola #dečjazdravlje #mama #pedijatar #edukacija #farmaceutpreporučuje",https://www.instagram.com/p/DMsPlmXNzpl/,,0,0,79,,,instagram,
klinikshalom,2025-08-05 05:10:16+00:00,"Rubella sering tampak ringan, tapi bahayanya besar jika menyerang ibu hamil. Virus ini bisa menyebabkan keguguran atau cacat lahir serius seperti tuli, kebutaan, dan kelainan jantung.  💉 Cegah dengan vaksin MMR yang aman & efektif 📍 Konsultasikan status imunisasi kamu di Klinik Shalom BSD  #rubella #campakjerman #vaksinmmr #imunisasidewasa #vaksinasitangsel #klinikshalombsd #cegahrubella",https://www.instagram.com/p/DM9goszSwxq/,,0,0,4,,,instagram,
les.proffice,2025-08-06 09:18:17+00:00,"MEDIA TRAINING ON MEASLES AND RUBELLA   August 06, 2025…Ministry of Health, through its Expanded Programme on Immunisation (EPI), is equipping the media on Measles and Rubella (MR) in Berea.  This is through a workshop aimed at equipping journalists and media professionals with accurate information and effective communication skills to support the forthcoming vaccination campaign. The training focused on raising public awareness, dispelling misinformation, and encouraging community engagement to help prevent the spread of these highly contagious diseases.  (by Kananelo Mafereka)  #Measles #Rubella #Immunisation #Lesotho",https://www.instagram.com/p/DNAh0BtR1lr/,,0,0,0,,,instagram,
alomedika,2025-08-04 08:30:08+00:00,"ALO Dokter! Pasien anak usia 3 bulan datang dengan keluhan ruam merah pada seluruh tubuh sejak 1 bulan yang lalu. Ruam disertai dengan ekskoriasi pada sela jari kaki. Riwayat imunisasi pasien lengkap. Apa diagnosis banding pada kasus ini?  Diagnosis banding kasus diatas, meliputi: Rubella - lesi kulit yang terjadi akibat infeksi virus rubella. Lesi kulit eritema sebesar pinpoint yang menyebar secara kaudal ke badan dan ekstremitas. Scabies - lesi kulit membentuk terowongan yang terdapat pada sela-sela jari kaki dan tangan.  Campak - lesi makulopapular yang muncul di muka atau telinga yang menyebar hingga ekstremitas.  Berdasarkan gambaran lesi pada pasien, apa diagnosis yang paling sesuai menurut dokter? Atau adakah kemungkinan diagnosis banding lain yang perlu dipertimbangkan? Ayo kita diskusi di kolom komentar, Dok!  Jadi Dokter Andal dalam Genggaman. Salam ALOMEDIKA! #rubella #skabies",https://www.instagram.com/p/DM7Sti0ogHq/,,0,0,12,,,instagram,
who.searo,2025-07-22 12:15:15+00:00,"Despite successes, shifting priorities, reduced resources, and subnational coverage gaps have resulted in re-establishment of #measles transmission in areas that had previously interrupted it, Dr Catharina Boehme said, calling for strengthening efforts for elimination of measles and #rubella.  #Healthforalll #VaccinesWork #ImmunizationMatters #VaccinesSaveLives",https://www.instagram.com/p/DMaOIoUNZ1_/,,0,0,20,,,instagram,
wellmedbangkok,2025-07-19 16:30:12+00:00,"😖Measles is highly contagious and can cause serious complications, especially in children and unvaccinated adults. With cases rising again across Thailand, checking your vaccination status is more important than ever.  The MMR (Measles, Mumps, Rubella) vaccine is safe, effective, and the best protection against this preventable disease.  📍Not sure if you’re covered? Visit WellMed Bangkok Clinic for an MMR booster or blood test to check your immunity.  …………………………………………. 📌For an appointment please contact us : 🌏: www.wellmedbangkok.com 💌: info@wellmedbangkok.com 📱Line : @wellmed ☎️Call / WhatsApp: +66 61 787 4000  #WellMedBangkok #WellMed #Bangkok #thailand #thai #GPClinic #Sukhumvit #MMR #measles #mump #rubella #vaccination #PreventiveCare #health #children",https://www.instagram.com/p/DMS87rVo6yA/,,0,0,3,,,instagram,
aquatreattherapy.id,2025-07-26 12:49:22+00:00,"✨ Doa yang selalu terpanjat, harapan yang terus hidup. Semoga cinta yang tumbuh, tumbuh karena Allah. Dan rumah tangga yang dibangun, dibangun di atas keimanan. 🤍  #Aquatreattherapy #Aquatreattherapyindonesia #AQTI  #TORCH #TORCHdanSolusinya  #Tokso #Rubella #CMV #Herpes #Seminar #Tokso #Toxoplasmagondii #Sulithamil #Gagalhamil #Tipshamil #Tipspasutri”",https://www.instagram.com/p/DMklOd6xiCC/,,0,0,11,,,instagram,
neonatology.pearls,2025-07-18 15:12:23+00:00,"The Regional Commission for the Verification of Measles and Rubella Elimination (affiliated with the WHO) has officially confirmed that Iran has achieved measles and rubella elimination.  This elimination status was achieved by the end of 2023, according to the assessment.   Global Context: While the WHO reports that no WHO region had achieved and maintained measles elimination by the end of 2023, Iran is one of the countries that has reached this milestone in the Eastern Mediterranean region.   کمیسیون منطقه‌ای تأیید حذف سرخک و سرخجه (وابسته به سازمان بهداشت جهانی) رسماً تأیید کرده است که ایران به حذف سرخک و سرخجه دست یافته است.  دستاورد به موقع: طبق ارزیابی، این وضعیت حذف تا پایان سال ۲۰۲۳ محقق شده است.  زمینه جهانی: در حالی که سازمان بهداشت جهانی گزارش می‌دهد که هیچ یک از مناطق سازمان بهداشت جهانی تا پایان سال ۲۰۲۳ به حذف سرخک دست نیافته و آن را حفظ نکرده‌اند، ایران یکی از کشورهایی است که در منطقه مدیترانه شرقی به این نقطه عطف رسیده است.  #iran #measlesoutbreak #rubella  #سرخک #سرخچه #واکسیناسیون",https://www.instagram.com/p/DMQPO_LIjID/,,0,0,41,,,instagram,
airnewsalerts,2025-07-22 13:29:19+00:00,"#Bolivian President Luis Alberto Arce Catacora has extended heartfelt gratitude to the #Indian Government for donating 300,000 doses of the Measles and Rubella (MR) vaccine.  President Arce described the gesture as one of solidarity and timely support amid a growing health emergency in the country.   He said, the vaccines will significantly boost Bolivia's mass immunisation campaign for children aged 1 to 14, helping protect them amid the ongoing outbreak.   Bolivia declared a National Health Emergency on June 23 due to a sudden spike in measles cases across several departments.   In response, the Indian government promptly extended assistance by shipping MR vaccines along with necessary ancillary supplies.  #Rubella #vaccine  @luchoxbolivia @meaindia @indiainbolivia",https://www.instagram.com/p/DMaWnl1vb8J/,,0,0,317,,,instagram,
medical_associates_clinic,2025-07-20 16:35:09+00:00,"Help protect your child from preventable illnesses with safe, timely vaccines at our MMR Vaccine Clinic—open to patients 6 months to 18 years.  Wednesday, July 23 | 11 AM - 7 PM Medical Associates East Campus, Pediatrics Department  Call 563-584-3440 to schedule your child's appointment today! -- #mmrvaccineclinic #mmr #vaccineclinic #vaccine #clinic #measles #mumps #rubella #medicalassociatespediatricsdepartment #medicalassociates #pediatricsdepartment #pediatrics #eastcampus #dubuque",https://www.instagram.com/p/DMViSVvthIN/,,0,0,2,,,instagram,
elitorci,2025-07-24 09:54:01+00:00,"Жирэмсэн болон жирэмслэхээр төлөвлөж буй эмэгтэйчүүдийн заавал өгөх шинжилгээ ❤️ TORCH  T- Toxoplasma  O-Other (treponema pallidum, hepatitis B virus, HIV)  R-Rubella  C-Cytomegalovirus  H-Herpes simplex virus  Нярайн төрөлхийн гажиг болон бусад эмгэгүүдийн шалтгааны нэг нь TORCH  халдвар юм. Жирэмсний эхний 3 сард халдвар авах нь нярайд өвчлөл үүсгэх өндөр эрсдэлтэй байдаг. Халдвар эхээс урагт эхийн хэвлийд байх үед болон төрөх үед төрөх замаар дамжиж халдварлаж болно. Уг шинжилгээгээр халдварыг илрүүлээд зогсохгүй идэвхитэй буюу шинэ халдвар байгаа эсэхийг тогтоон эмчилгээний сонголтыг шийдэх ач холбогдолтой.  Шинжилгээг хэн өгөх вэ?  1.	Жирэмсэн ээжүүд 2.	Жирэмслэхээр төлөвлөж буй эмэгтэйчүүд 3.	Өмнө нь дутуу төрөх, зулбах, өсөлтгүй жирэмслэлт өгүүлэмжтэй байсан эмэгтэйчүүд   😇Шинжилгээг яаж өгөх вэ? Шинжилгээг өлөн үед цусаар өгнө.   Эх барих, эмэгтэйчүүдийн ахлах зэргийн эмч Ж.Цэрэнсүрэн эмч эмэгтэйчүүдийн болон жирэмсний бүх төрлийн үзлэг оношлогоо хийж байна.  “Элит Орчи"" эмнэлзүйн лаборатори нь шинжилгээний хувьслыг Монголд уриатайгаар таньд үйлчилж байна   Орчин үеийн шилдэг технологиор бүтээгдсэн бүрэн автомат багаж тоног төхөөрөмжөөр   Олон улсад хүлээн зөвшөөрөгдсөн арга аргачлалаар   Мэргэжлийн салбартаа олон жил ажилласан баг хамт олон  Нотолгоонд тулгуурласан эрүүл мэндийн зөвөлгөө тусламжийг  Шинжилгээний хувийн нууцлал өндөр үйлчилнэ. Та шинжилгээний дэлгэрэнгүй мэдээллийг чатаар болон утсаар холбогдон аваарай. Манай хаяг:  Төв салбар: БЗД 43-р хороо Нарны зам дагуу Миний сүлжээ дэлгүүрийн баруун талд “Алтан орд” төв 3 давхарт Зайсан салбар: ХУД 17-р хороо Удирдлагын академийн баруун талд Оргил рашаан сувилалын 1 давхарт 9 тоот Утас: 7511-0011  #Torch #торч #токсоплазм #rubella #hsv #cmv #Эмэгтэйчүүдийн #эмэгтэйчүүдийнэмнэлэг",https://www.instagram.com/p/DMfHkW1vvwQ/,,3,0,19,,,instagram,
chef_sheriffs_life,2025-07-23 14:51:59+00:00,"MR vaccine is tested and approved by the global health experts and NAFDAC!!!so why not,it’s the only way to keep safe from Rubella  #mrvaccine #mrvaccine4nigeria #mrvaccineinborno #awareness #rubella #content #contentcreator #nigeria #bornostate #bornoninstagram",https://www.instagram.com/p/DMdE33AovYR/,,0,0,0,,,instagram,
bibismiles_,2025-07-18 10:01:17+00:00,The Measles Rubella vaccine (MR) is safe.  Get vaccinated today💉  #MRvaccine4nigeria #MRvaccineinenugu #mrvaccinecampaign #mrvaccine #rubella #rubellasyndrome #rubellaawareness,https://www.instagram.com/p/DMProaEMWYv/,,0,0,3,,,instagram,
sachbedhadakd,2025-07-17 15:41:08+00:00,"भारत ने बोलीविया को ख़सरा और रूबेला जैसे संक्रामक रोगों के प्रकोप से निपटने के लिए 300,000 खु़राकों वाले टीकों की एक खेप और आवश्यक सहायता सामग्री भेजी है। बोलीविया में अभी दोनों बीमारियों का प्रकोप फैला हुआ है।  #India #Measles #Rubella #Bolivia #Vaccine #sacbedhadakdaily #HindiNews",https://www.instagram.com/p/DMNtulov_8w/,,0,0,2,,,instagram,
kiwi_kucks,2025-07-18 23:46:57+00:00,"Osmosis Jones oc doodles; featuring the Elder Mimic :3 💚💚 YALL NEVER SAW IT COMING, BUT ITS DOODLE DUMP TIMEEEE!!! I can’t remember the last time I did this LMAOO SORRY but aaa I’ve finally compiled enough art I feel confident in to make another dump!! I I #traditionalart #traditionalartist #amature #amatureartist #sketch #sketchart #prismacolors #prismacoloredpencils #osmosisjones #osmosisjonesfanart #osmosisjonesthrax #osmosisjonesoc #virusoc #redbloodcelloc #tylenol #rubella #vitacarnis #eldermimic #sketchdump #eeh #tagssuck #kiwiosmosisjones",https://www.instagram.com/p/DMRKHuiA262/,,5,0,19,,,instagram,
aslpclick.in,2025-07-29 07:49:55+00:00,"""TORCH"" syndrome refers to a group of congenital infections that are transmitted from mother to fetus during pregnancy, leading to birth defects, developmental delays, or even fetal death. . . . @aslpclick.in  @aslpclick.in . . . #torch #infection #syndrome #genes #rubella #herpes #viru #fetus #hiv #zika #birth #mbbs #audiology #speech #sound #language #development #birthdefects  www.aslpclick.in",https://www.instagram.com/p/DMrxV1PyQ48/,,1,0,12,,,instagram,
healwithirina,2025-07-25 06:29:14+00:00,"According to German New Medicine (GNM), many skin conditions are linked to separation conflicts — moments when a person feels emotionally or physically separated from someone or something important. These conflicts can be experienced either as painful separations or as unwanted distances.  For example, herpes may appear after a “kiss-related” separation conflict — when someone wants to break up or quite the opposite: when they don’t want to part with their partner. The body reacts to this emotional pain by triggering a program in the skin near the mouth.  Urticaria (hives) often shows up during the healing phase of a separation conflict. If the person experienced fear or shock at the time of the conflict, the body may retain water (due to the kidney collecting tubules), leading to swelling, blisters, and intense itching.  Diseases like measles, rubella, and chickenpox also occur in the healing phase of widespread separation conflicts. These are common in children, as they are more vulnerable to feelings of separation from their “pack” — which could be their family, classmates, or caregivers.  Even psoriasis and vitiligo can reflect long-term or recurring separation conflicts, where the brain perceives a repeated emotional disconnection from a loved one or familiar environment.  All these conditions are not malfunctions, but meaningful biological programs with specific emotional roots.  #GermanNewMedicine #GNM #HealWithIrina #SkinHealing #SeparationConflict #MindBodyConnection #HerpesMeaning #Urticaria #Measles #Rubella #Chickenpox #Psoriasis #Vitiligo #PsychoEmotionalHealing",https://www.instagram.com/p/DMhU7W9C2hA/,,0,0,2,,,instagram,
cav_group,2025-07-22 02:45:23+00:00,"Together with Dr Ben Mamou from WHO EURO, Dr Judith Hübschen and Emilie Charpentier conducted an onsite accreditation visit to the National Measles and Rubella Laboratory in North Macedonia in June 2025. Congratulation to the team for the successful accreditation! #WHO #measles #rubella",https://www.instagram.com/p/DMZM7O0oghG/,,0,0,5,,,instagram,
newsmatapena,2025-07-23 10:11:21+00:00,"Sebuah keluarga di Kotamobagu pernah dilanda kecemasan besar saat anak mereka terdiagnosis Rubella, penyakit menular yang sering menyerang anak-anak dan remaja, serta berbahaya bagi ibu hamil. Melalui berita ini, mengajak kita memahami pentingnya imunisasi MR sebagai upaya nyata mencegah penyakit yang dapat berdampak serius pada kesehatan anak dan generasi mendatang. https://matapena.news/bolmong-raya/kotamobagu/imunisasi-mr-langkah-strategis-mengeliminasi-campak-dan-rubella-di-kotamobagu/  #imunisasi #rubella #kotamobagu #indepth #marijobaimunisasi",https://www.instagram.com/p/DMckwglpE3P/,,0,0,3,,,instagram,
omephuchoichucnang,2025-07-28 08:21:48+00:00,"Phát ban ở trẻ có thể do nhiều nguyên nhân, ba mẹ cần hiểu đúng để chăm sóc hiệu quả. 🔗 Tìm hiểu tại: https://ome.edu.vn/khoa-hoc/huong-dan-theo-doi-va-cham-soc-benh-phat-ban-o-tre-soi-va-rubella #OME #PhatBan #Rubella #Soi #GiaoVienMamNon #BaMeThongThai",https://www.instagram.com/p/DMpQMaaRBFU/,,0,0,0,,,instagram,
sofeahomeopathycenter,2025-07-26 03:55:41+00:00,"Disclaimer :  *** Maklumat ini adalah untuk tujuan pendidikan sahaja *** Sila rujuk pengamal bertauliah untuk nasihat lanjut *** Setiap individu mungkin memberi respon yang berbeza  Rubella: Penyakit Senyap yang Bahaya untuk Ibu & Bayi – Adakah Anda Dilindungi?  Apa itu Rubella? Rubella = penyakit berjangkit dari virus RuV. ⚠️ Bahaya untuk ibu mengandung – boleh sebabkan Congenital Rubella Syndrome (CRS) → baby alami masalah kulit, pendengaran, penglihatan, jantung & otak.  Homeopathy Support: REMEDI 1 : Sudden fever + rash, haus & kerap minum REMEDI 2 : Demam tinggi, muka merah, kepala panas, tangan kaki sejuk REMEDI 3 : Lebih teruk bila panas, suka udara terbuka tapi nak cover badan, tak dahaga REMEDI 4 : Untuk simptom rubella & pencegahan (prophylaxis) Nota penting: * Rubella sangat berjangkit dan risiko paling tinggi bila melibatkan ibu hamil. * Jangan ambil mudah – cegah sebelum kena. Lindungi diri & keluarga anda – jangan tunggu simptom muncul. Dapatkan info lanjut & check perlindungan anda hari ini ! Hubungi kami 018-945 0277 untuk online consultation atau boleh walk-in ke center kami di 9450, Jalan Kekwa 1/1, Taman Guru Melayu, 70450 Seremban NSDK. #rubella #sofeahc #sofeahomeopathycenter",https://www.instagram.com/p/DMjoJpERVDY/,,0,0,1,,,instagram,
omephuchoichucnang,2025-07-28 08:55:28+00:00,Phân biệt phát ban do sởi và Rubella – ba mẹ đã biết chưa? 📌 Tìm hiểu ngay tại: https://ome.edu.vn/khoa-hoc/can-thiep-y-khoa-trong-roi-loan-tang-dong-giam-chu-y #OME #PhatBan #Soi #Rubella #ChamSocTre #SucKhoeNhi,https://www.instagram.com/p/DMpUDDhRSvd/,,0,0,0,,,instagram,
dradamfox,2025-07-14 21:17:31+00:00,"This shocking headline reflects a trend with a tragic consequence. Concern about the MMR vaccine is predominantly related to completely discredited research about autism. However, there were also historical concerns about the risk of reactions for children with egg allergy and previous research showed that this was a barrier for some families.   👉Thankfully, we now know that the MMR is completely safe for egg allergic children and no additional precautions are needed for them to receive this vaccine.   Although this is reflected in the regular guidance received by GPs, I still hear occasional stories from patients about surgeries advising that children with egg allergy need to have the MMR in hospital or under special supervision.   👉This is not the case... children with egg allergy can have the vaccine in the same way as non-allergic children.   Thankfully allergic reactions to the MMR jab are very rare and are typically to other components of the jab such as gelatin or neomycin. I would strongly advocate for all children.  #MMRvaccine #MMR #eggallergy #allergyeducation #eggallergykid #measles #mumps #rubella #eggallergies #allergies #foodallergy",https://www.instagram.com/p/DMGl1vDN27e/,,49,0,347,,,instagram,
aquatreattherapy.id,2025-07-17 09:13:39+00:00,"“1 kali keguguran, 2 kali melahirkan prematur dan buah hati meninggal.. Alhamdulillah... akhirnya Allah titipkan amanah terindah. Seorang anak lahir dengan sehat, menjadi pelipur lara dan penghapus air mata.”  Karena setiap doa pasti punya waktu terbaik untuk dikabulkan. Setiap usaha yang tulus, tidak akan pernah sia-sia di hadapan Allah.  Terima kasih sudah mempercayakan ikhtiarnya bersama Aquatreat Therapy Indonesia. Semoga kisah ini menjadi harapan untuk semua pejuang garis dua di luar sana.  Tetap semangat, tetap tawakal. InsyaAllah, ada waktu terindah yang sedang Allah siapkan.  Informasi lebih lanjut hubungi:  📱0857 8078 6186 (Official Whatsapp) 📱0812 8718 1889 (Official Whatsapp) 🌎 www.spesialistorch.com Jl. Semboja No. 26, akses via Bogor Nirwana Residence   #Aquatreattherapy #Aquatreattherapyindonesia #AQTI  #TORCH #TORCHdanSolusinya  #Tokso #Rubella #CMV #Herpes #Seminar #Tokso #Toxoplasmagondii #Sulithamil #Gagalhamil #Tipshamil #Tipspasutri #programhamil",https://www.instagram.com/p/DMNBYlwS8Tj/,,0,0,10,,,instagram,
sudinkes_ju,2025-07-18 12:44:27+00:00,"Halo #SobatSehatJakartaUtara 🙌  Suku Dinas Kesehatan Jakarta Utara telah melaksanakan kegiatan penguatan surveilans campak bagi fasilitas pelayanan kesehatan yang dihadiri oleh perwakilan puskesmas dan rumah sakit di wilayah Jakarta Utara.   Kegiatan ini dibuka oleh dr. Ika Subandiyah, M.Epid selaku Kepala Seksi P2P Sudinkes Jakarta Utara dan menghadirkan dua narasumber, yaitu :  ● dr. Sherli Karolina, MKM – Direktorat Imunisasi Kementerian Kesehatan RI ● drg.Dhihram Tenrisau, M.Epid, M.Sc – Kolegium Epidemiologi Kesehatan  Melalui kegiatan ini, diharapkan sistem deteksi dini dan respons terhadap kasus campak di fasilitas pelayanan kesehatan dapat semakin optimal, serta memperkuat upaya eliminasi campak dan rubela di Indonesia tahun 2026.  @dinkesdki @aniruspitawati @dkijakarta @kotajakartautara @hendra_hidayat72  #SudinkesJakut  #SurveilansKesehatan #PD3I #Campak #Rubella #DeteksiRespons",https://www.instagram.com/p/DMP-TYOyjbl/,,0,0,17,,,instagram,
succulent_jd_kr,2025-07-18 12:35:55+00:00,#Rubella,https://www.instagram.com/p/DMP9U48TTJo/,,0,0,3,,,instagram,
indiatvnews,2025-07-17 13:24:09+00:00,"भारत ने बोलीविया को ख़सरा और रूबेला जैसे संक्रामक रोगों के प्रकोप से निपटने के लिए 300,000 खु़राकों वाले टीकों की एक खेप और आवश्यक सहायता सामग्री भेजी है। बोलीविया में अभी दोनों बीमारियों का प्रकोप फैला हुआ है।   #India #Measles #Rubella #Bolivia #Vaccine",https://www.instagram.com/p/DMNeDPGKoB0/,,35,0,6115,,,instagram,
medico_fmge_neet_pg,2025-07-14 20:51:31+00:00,#conjunctivitis #rhinorrhea #spots #fmgeexam #neetpg #measles #chickenpox #mumps #rubella #vacinese #fmgerecall #fmge,https://www.instagram.com/p/DMGi3X8TEKC/,,7,0,17,,,instagram,
bplabline,2025-07-10 18:05:33+00:00,"🔬 U.S. measles cases have more than doubled in 2025 — and rubella threats are re-emerging. Now more than ever, clinical labs must act fast.  🧪 The Measles & Rubella Real-Time PCR Kit by BPLabLine delivers: ✅ Dual-target detection ✅ <2-hour turnaround ✅ High sensitivity & specificity ✅ Ready-to-use, lab-validated  🛡️ Protect your patients. Strengthen your response. 📦 50 tests/kit — ideal for public health labs, hospitals, and diagnostic centers.  #Measles #Rubella #PCRTesting #MMR #ClinicalLab #PublicHealth #LabTools #BPLabLine #InfectiousDisease",https://www.instagram.com/p/DL78ruuB0iK/,,1,0,0,,,instagram,
cap_research,2025-07-01 12:00:22+00:00,🦠 Volunteers needed for a Rubella vaccine study!  Are you at least 18 and never vaccinated against rubella?  Help protect communities — and get compensated.  👉 Message us on WhatsApp.  • Quick screening • Free check-up • Paid participation  #CAPResearch #Rubella #HealthyVolunteers #ClinicalTrial2025 #Mauritius,https://www.instagram.com/p/DLkHvlZPh8R/,,0,0,1,,,instagram,
pedsneurojourney,2025-07-07 11:09:51+00:00,🧠✨TORCHeS Infections: Important Neuro & Systemic Clues!  These congenital infections can cause serious neuro and systemic issues in newborns. Save this post to review for exams or clinical prep! . . . . .  #MedStudentLife #ToRCHeS #Pediatrics #InfectiousDisease #Rubella #Toxoplasmosis #Congenitalinfections #NeuroClues #Mnemonic #USMLE #MedStudy #FOAMed,https://www.instagram.com/p/DLzeu6kME4V/,,0,0,17,,,instagram,
archieredcross,2025-06-28 01:03:47+00:00,"Join us this summer to make a difference! Anyone can!  Buy a bundle (2 tickets) for $30 at any Regal Movie Theater. All funds will go to the Measles & Rubella Partnership Foundation. Scan the QR code or use this link in my bio!   You will then be redirected to a page called Groupraise where you can input your information to create your account and buy as many bundles as your heart desires.   After you purchase the bundle, or bundles, you will receive a link to redeem your codes. Each bundle gives you 2 codes, 1 code per ticket.   After you have your codes you can go to the Regal website and choose your movie, time, and seats. When you’re on the page that says “Select Tickets” there is a space that says “Enter Voucher Code”, this is where you enter the code you were emailed.   #americanredcross #redcrossyouth #redcrossclub #measlesandrubellainitiative #measlesandrubellavaccine #measlesandrubellacampaign #measlesrubella #measlesprevention #rubella #measles #vaccinateavillage #helpothers #savemoney",https://www.instagram.com/p/DLbOOKLtVAW/,,2,0,12,,,instagram,
tttcbvbd,2025-07-03 12:45:05+00:00,"💏 Cặp đôi trẻ chuẩn bị cưới - Checklist vắc-xin không thể thiếu! Chuẩn bị cho ngày trọng đại không chỉ là váy cưới hay thiệp mời… mà còn là sức khỏe sinh sản bền vững cho cả hai vợ chồng 💪💖  👉 Trước ngày cưới từ 3-6 tháng, các cặp đôi nên chủ động tiêm các loại vắc-xin quan trọng để: ✨ Phòng ngừa các bệnh truyền nhiễm nguy hiểm ✨ Bảo vệ thai kỳ trong tương lai ✨ Đảm bảo an toàn cho cả mẹ và bé  💉 Checklist vắc-xin không thể bỏ qua dành cho cặp đôi sắp cưới:  🔹 #Rubella – Tránh nguy cơ dị tật bẩm sinh nếu mắc trong thai kỳ 🤰 🔹 #Viêm_gan_B – Bảo vệ gan và ngăn ngừa lây truyền trong đời sống vợ chồng 🔹 #HPV – Phòng ung thư cổ tử cung, sinh dục ở cả nữ & nam 🔹 (Tuỳ theo tiền sử tiêm chủng, có thể cần thêm thủy đậu, cúm, sởi – quai bị – rubella...)  💡 Tại #Trung_tâm_Tiêm_chủng_Bệnh_viện_Bưu_Điện: ✔️ Tư vấn miễn phí & cá nhân hóa theo kế hoạch kết hôn ✔️ Bác sĩ chuyên khoa trực tiếp tư vấn ✔️ Lịch tiêm linh hoạt, thủ tục nhanh chóng ✔️ Không gian sạch đẹp, riêng tư – phù hợp cho các cặp đôi 👩‍❤️‍👨  🎁 ƯU ĐÃI ĐẶC BIỆT THÁNG 7: 👉 Giảm ngay 5% cho tất cả các gói tiêm chủng trọn gói 💵 ⏰ Áp dụng đến hết ngày 31/7 – Đăng ký sớm để được sắp lịch phù hợp trước ngày cưới nhé!  📞 Liên hệ ngay để đặt lịch và tư vấn miễn phí: 🏥 #Trung_tâm_Tiêm_chủng #Bệnh_viện_Bưu_Điện 📍 Số 49 Trần Điền, phường Định Công, quận Hoàng Mai, Hà Nội 📱 Hotline: 081 661 5858",https://www.instagram.com/p/DLpWc-qN-Kg/,,0,0,0,,,instagram,
nphcda,2025-07-01 10:39:19+00:00,Congenital Rubella Syndrome (CRS) is a condition that affects a developing baby in the womb when the mother becomes infected with the rubella virus during pregnancy.  Read more⤵️ #Rubella #NPHCDA #HealthForAll,https://www.instagram.com/p/DLj-eEFN9Sw/,,0,0,9,,,instagram,
aquatreattherapy.id,2025-07-10 12:52:38+00:00,"2 Kali Lahir Meninggal dan 1 Kali Hamil di Luar Kandungan. Ini adalah pengalaman dari keluarga yang luar biasa hebat, dan berikhtiar bersama Aquatreat Therapy Indonesia.  Setelah berbagai ujian berat, mereka tidak menyerah. Dengan penuh harap dan doa,Setiap proses punya jalan dan waktunya. Jangan pernah menyerah untuk berusaha dan percaya bahwa keajaiban akan datang tepat pada waktunya. 🤍  Informasi lebih lanjut hubungi:  📱0857 8078 6186 (Official Whatsapp) 📱0812 8718 1889 (Official Whatsapp) 🌎 www.spesialistorch.com Jl. Semboja No. 26, akses via Bogor Nirwana Residence   #Aquatreattherapy #Aquatreattherapyindonesia #AQTI  #TORCH #TORCHdanSolusinya  #Tokso #Rubella #CMV #Herpes #Seminar #Tokso #Toxoplasmagondii #Sulithamil #Gagalhamil #Tipshamil #Tipspasutri #programhamil",https://www.instagram.com/p/DL7Y4VXyXcz/,,3,0,56,,,instagram,
pan_ngr,2025-07-01 13:34:01+00:00,"Talk about a collaborative effort, we are here for it. Dr. Ayebo Sadoh fully representing PAN in meeting on Measles/Rubella introduction with EDO state first lady.   #pan #collaboration #vaccinationcoverage #zerodosechildren #Measles #Rubella",https://www.instagram.com/p/DLkSdlaNBw2/,,0,0,10,,,instagram,
