account,postdate,tweet,link,replysource,platform,has_parent_context,context_text,sentiment_label,sentiment_score,week
opheliagelap2an,2025-08-23 14:38:36+00:00,Mereka baru peduli kalau kejadiannya ke mereka 😕  Translate Mereka baru peduli kalau kejadiannya ke mereka 😕,https://www.threads.com/@opheliagelap2an/post/DNs3-_K5DUR,https://www.threads.com/@gitathespecialone/post/DNsYQxC3sM_,threads,False,Mereka baru peduli kalau kejadiannya ke mereka 😕  Translate Mereka baru peduli kalau kejadiannya ke mereka 😕,negative,0.7746148705482483,2025-08-18
arrin_knight,2025-08-23 11:13:03+00:00,"Antivaksin itu juga gak mikir sama sekali kalau virus yg tadinya hilang karena vaksin, bisa aja kembali bangkit, bahkan bermutasi, karena herd immunity kurang. Gegara mereka, bisa aja justru vaksin yg sekarang malah jadi melemah, gegara virusnya bermutasi. Antivaksin itu juga gak mikir sama sekali kalau virus yg tadinya hilang karena vaksin, bisa aja kembali bangkit, bahkan bermutasi, karena herd immunity kurang. Gegara mereka, bisa aja justru vaksin yg sekarang malah jadi melemah, gegara virusnya bermutasi. Polio? Smallpox? Campak? Itu kalo sampe vaksin sekarang udah gak mempan, gawat bener, balik ke zaman batu.  Translate Polio? Smallpox? Campak? Itu kalo sampe vaksin sekarang udah gak mempan, gawat bener, balik ke zaman batu.",https://www.threads.com/@arrin_knight/post/DNsgdjE3pKA,https://www.threads.com/@gitathespecialone/post/DNsYQxC3sM_,threads,False,"Antivaksin itu juga gak mikir sama sekali kalau virus yg tadinya hilang karena vaksin, bisa aja kembali bangkit, bahkan bermutasi, karena herd immunity kurang. Gegara mereka, bisa aja justru vaksin yg sekarang malah jadi melemah, gegara virusnya bermutasi. Antivaksin itu juga gak mikir sama sekali kalau virus yg tadinya hilang karena vaksin, bisa aja kembali bangkit, bahkan bermutasi, karena herd immunity kurang. Gegara mereka, bisa aja justru vaksin yg sekarang malah jadi melemah, gegara virusnya bermutasi. Polio? Smallpox? Campak? Itu kalo sampe vaksin sekarang udah gak mempan, gawat bener, balik ke zaman batu.  Translate Polio? Smallpox? Campak? Itu kalo sampe vaksin sekarang udah gak mempan, gawat bener, balik ke zaman batu.",negative,0.966669499874115,2025-08-18
faisaaal.f,2025-08-23 12:06:53+00:00,"Kendala kesehatan ini bnyk:
1. Pemerintah aktif : rakyatnya ogah
2. Rakyatnya bingung mo berobat : pemerintah ga hadir  Translate Kendala kesehatan ini bnyk:
1. Pemerintah aktif : rakyatnya ogah
2. Rakyatnya bingung mo berobat : pemerintah ga hadir",https://www.threads.com/@faisaaal.f/post/DNsmnvBZLsu,https://www.threads.com/@gitathespecialone/post/DNsYQxC3sM_,threads,False,"Kendala kesehatan ini bnyk:
1. Pemerintah aktif : rakyatnya ogah
2. Rakyatnya bingung mo berobat : pemerintah ga hadir  Translate Kendala kesehatan ini bnyk:
1. Pemerintah aktif : rakyatnya ogah
2. Rakyatnya bingung mo berobat : pemerintah ga hadir",negative,0.9555920958518982,2025-08-18
rizki_at_surya,2025-08-24 00:00:34+00:00,Punya pengalaman dulu jadi guru mi disalah satu kabupaten di Jawa Timur. Baru tahu ada orang tua yang tidak mau anaknya divaksin karena alasan vaksin itu haram dan tidak ada di Al-Quran 😅😅😅😅😅😅  Translate Punya pengalaman dulu jadi guru mi disalah satu kabupaten di Jawa Timur. Baru tahu ada orang tua yang tidak mau anaknya divaksin karena alasan vaksin itu haram dan tidak ada di Al-Quran 😅😅😅😅😅😅,https://www.threads.com/@rizki_at_surya/post/DNt4TAxZFns,https://www.threads.com/@gitathespecialone/post/DNsYQxC3sM_,threads,False,Punya pengalaman dulu jadi guru mi disalah satu kabupaten di Jawa Timur. Baru tahu ada orang tua yang tidak mau anaknya divaksin karena alasan vaksin itu haram dan tidak ada di Al-Quran 😅😅😅😅😅😅  Translate Punya pengalaman dulu jadi guru mi disalah satu kabupaten di Jawa Timur. Baru tahu ada orang tua yang tidak mau anaknya divaksin karena alasan vaksin itu haram dan tidak ada di Al-Quran 😅😅😅😅😅😅,neutral,0.7462893128395081,2025-08-18
a._prab,2025-08-24 09:00:12+00:00,"Tolong dong yang Antivaks pada sadar kenapa KLB mulai meluas, bahkan Polio ada lagi padahal di jaman pak Harto sdh dibasmi 🥲😌  Translate Tolong dong yang Antivaks pada sadar kenapa KLB mulai meluas, bahkan Polio ada lagi padahal di jaman pak Harto sdh dibasmi 🥲😌",https://www.threads.com/@a._prab/post/DNu2DZq5na2,https://www.threads.com/@gitathespecialone/post/DNsYQxC3sM_,threads,False,"Tolong dong yang Antivaks pada sadar kenapa KLB mulai meluas, bahkan Polio ada lagi padahal di jaman pak Harto sdh dibasmi 🥲😌  Translate Tolong dong yang Antivaks pada sadar kenapa KLB mulai meluas, bahkan Polio ada lagi padahal di jaman pak Harto sdh dibasmi 🥲😌",negative,0.8534343242645264,2025-08-18
itssssu._,2025-08-23 12:14:47+00:00,"Tadi ada ibu ngeyel bahkan ada yang dari agamaku dan agama lainnya. Berlagak mengatakan kalo ibu-ibu yang mengambil keputusan untuk anaknya agar tidak di vaksin dia sudah membaca banyak informasi kesehatan setebal skripsi. Orang-orang yang paham vaksin disenggolnya, beliau mengatakan anak-anak zaman sekarang yang divaksin aja bisa kena autoimun. Jadi, ga harus divaksin juga gapapa kemudian ada orang yang memberikan fakta berita, itu ibu ngeyel banget bilangnya ""berita kurang valid kok dipercaya""  Translate Tadi ada ibu ngeyel bahkan ada yang dari agamaku dan agama lainnya. Berlagak mengatakan kalo ibu-ibu yang mengambil keputusan untuk anaknya agar tidak di vaksin dia sudah membaca banyak informasi kesehatan setebal skripsi. Orang-orang yang paham vaksin disenggolnya, beliau mengatakan anak-anak zaman sekarang yang divaksin aja bisa kena autoimun. Jadi, ga harus divaksin juga gapapa kemudian ada orang yang memberikan fakta berita, itu ibu ngeyel banget bilangnya ""berita kurang valid kok dipercaya""",https://www.threads.com/@itssssu._/post/DNsnhsfZNqH,https://www.threads.com/@gitathespecialone/post/DNsYQxC3sM_,threads,False,"Tadi ada ibu ngeyel bahkan ada yang dari agamaku dan agama lainnya. Berlagak mengatakan kalo ibu-ibu yang mengambil keputusan untuk anaknya agar tidak di vaksin dia sudah membaca banyak informasi kesehatan setebal skripsi. Orang-orang yang paham vaksin disenggolnya, beliau mengatakan anak-anak zaman sekarang yang divaksin aja bisa kena autoimun. Jadi, ga harus divaksin juga gapapa kemudian ada orang yang memberikan fakta berita, itu ibu ngeyel banget bilangnya ""berita kurang valid kok dipercaya""  Translate Tadi ada ibu ngeyel bahkan ada yang dari agamaku dan agama lainnya. Berlagak mengatakan kalo ibu-ibu yang mengambil keputusan untuk anaknya agar tidak di vaksin dia sudah membaca banyak informasi kesehatan setebal skripsi. Orang-orang yang paham vaksin disenggolnya, beliau mengatakan anak-anak zaman sekarang yang divaksin aja bisa kena autoimun. Jadi, ga harus divaksin juga gapapa kemudian ada orang yang memberikan fakta berita, itu ibu ngeyel banget bilangnya ""berita kurang valid kok dipercaya""",negative,0.9845672845840454,2025-08-18
mak4ns4yur,2025-08-24 01:39:13+00:00,dan orang2 ini bisa nyoblos loh 🤣🤣🤣. Paham kan kenapa anggota DPR isinya kebanyakan badut 🤣🤣🤣  Translate dan orang2 ini bisa nyoblos loh 🤣🤣🤣. Paham kan kenapa anggota DPR isinya kebanyakan badut 🤣🤣🤣,https://www.threads.com/@mak4ns4yur/post/DNuDlhuZG9Z,https://www.threads.com/@gitathespecialone/post/DNsYQxC3sM_,threads,False,dan orang2 ini bisa nyoblos loh 🤣🤣🤣. Paham kan kenapa anggota DPR isinya kebanyakan badut 🤣🤣🤣  Translate dan orang2 ini bisa nyoblos loh 🤣🤣🤣. Paham kan kenapa anggota DPR isinya kebanyakan badut 🤣🤣🤣,negative,0.8825972676277161,2025-08-18
dssr108,2025-08-24 23:19:26+00:00,"Beberapa kali dsa menyarankan untuk ke Puskesmas. Karena jika ada program pemerintah, vaksin ga selalu tersedia di RS. Terpusat di faskes² milik pemerintah. Kalaupun berbayar itu dulu 5k dan terakhir 10k. Syaratnya bawa fotokopi KK.  Translate Beberapa kali dsa menyarankan untuk ke Puskesmas. Karena jika ada program pemerintah, vaksin ga selalu tersedia di RS. Terpusat di faskes² milik pemerintah. Kalaupun berbayar itu dulu 5k dan terakhir 10k. Syaratnya bawa fotokopi KK.",https://www.threads.com/@dssr108/post/DNwYYjx5l7P,https://www.threads.com/@gitathespecialone/post/DNsYQxC3sM_,threads,False,"Beberapa kali dsa menyarankan untuk ke Puskesmas. Karena jika ada program pemerintah, vaksin ga selalu tersedia di RS. Terpusat di faskes² milik pemerintah. Kalaupun berbayar itu dulu 5k dan terakhir 10k. Syaratnya bawa fotokopi KK.  Translate Beberapa kali dsa menyarankan untuk ke Puskesmas. Karena jika ada program pemerintah, vaksin ga selalu tersedia di RS. Terpusat di faskes² milik pemerintah. Kalaupun berbayar itu dulu 5k dan terakhir 10k. Syaratnya bawa fotokopi KK.",neutral,0.6954964995384216,2025-08-18
bangkit_wf,2025-08-24 08:47:53+00:00,"Bagi yg antivak, imunisasi bukan brati anak anda tercegah penyakit, tp hanya mengurangi resiko, krn pny kekebalan tubuh, misal ada penyakit A, anakmu dgn di kasih imunisasi, plg ya kekuatan imunnya bertambh jd sekitar 80%, itu sdh di imun, mash ada resiko 20% kena penyakit, apalagi yg gak di imun, bisa 100% resikonya.
Klo gk vaksin, dan gk kena, ya anggep aja beruntung, jgn mlh sok ngedukasi yg lain jgn ikut jd antivak.  Translate Bagi yg antivak, imunisasi bukan brati anak anda tercegah penyakit, tp hanya mengurangi resiko, krn pny kekebalan tubuh, misal ada penyakit A, anakmu dgn di kasih imunisasi, plg ya kekuatan imunnya bertambh jd sekitar 80%, itu sdh di imun, mash ada resiko 20% kena penyakit, apalagi yg gak di imun, bisa 100% resikonya.
Klo gk vaksin, dan gk kena, ya anggep aja beruntung, jgn mlh sok ngedukasi yg lain jgn ikut jd antivak.",https://www.threads.com/@bangkit_wf/post/DNu0pM40kKm,https://www.threads.com/@gitathespecialone/post/DNsYQxC3sM_,threads,False,"Bagi yg antivak, imunisasi bukan brati anak anda tercegah penyakit, tp hanya mengurangi resiko, krn pny kekebalan tubuh, misal ada penyakit A, anakmu dgn di kasih imunisasi, plg ya kekuatan imunnya bertambh jd sekitar 80%, itu sdh di imun, mash ada resiko 20% kena penyakit, apalagi yg gak di imun, bisa 100% resikonya.
Klo gk vaksin, dan gk kena, ya anggep aja beruntung, jgn mlh sok ngedukasi yg lain jgn ikut jd antivak.  Translate Bagi yg antivak, imunisasi bukan brati anak anda tercegah penyakit, tp hanya mengurangi resiko, krn pny kekebalan tubuh, misal ada penyakit A, anakmu dgn di kasih imunisasi, plg ya kekuatan imunnya bertambh jd sekitar 80%, itu sdh di imun, mash ada resiko 20% kena penyakit, apalagi yg gak di imun, bisa 100% resikonya.
Klo gk vaksin, dan gk kena, ya anggep aja beruntung, jgn mlh sok ngedukasi yg lain jgn ikut jd antivak.",negative,0.887509822845459,2025-08-18
etha_norma,2026-03-13 09:09:48+00:00,dan masih nuduh nakes2 kompakan ngomongin ini semua..ya gara2 antivax ini akhirnya banyak nakes yang kompak ngomong untuk ngingetin siapa pun yg anaknya belum vaksin.  Translate dan masih nuduh nakes2 kompakan ngomongin ini semua..ya gara2 antivax ini akhirnya banyak nakes yang kompak ngomong untuk ngingetin siapa pun yg anaknya belum vaksin.,https://www.threads.com/@etha_norma/post/DV0a7kZkdDm,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: dan masih nuduh nakes2 kompakan ngomongin ini semua..ya gara2 antivax ini akhirnya banyak nakes yang kompak ngomong untuk ngingetin siapa pun yg anaknya belum vaksin.  Translate dan masih nuduh nakes2 kompakan ngomongin ini semua..ya gara2 antivax ini akhirnya banyak nakes yang kompak ngomong untuk ngingetin siapa pun yg anaknya belum vaksin.",negative,0.9843559861183167,2026-03-09
jelita_story,2026-03-13 12:33:29+00:00,"Ini cuma sebagian kecil saja, untold story tentang anak2 sakit / MD karena sakit yang seharusnya bisa dicegah dengan imunisasi banyak di RS. Bahkan pernah ada pasien anak datang ke IGD sudah ngorok dan kesadaran menurun pas di lihat tenggoroknya full beslag karena difteri🥲, riwayatnya sekampung anti vaksin semua.  Translate Ini cuma sebagian kecil saja, untold story tentang anak2 sakit / MD karena sakit yang seharusnya bisa dicegah dengan imunisasi banyak di RS. Bahkan pernah ada pasien anak datang ke IGD sudah ngorok dan kesadaran menurun pas di lihat tenggoroknya full beslag karena difteri🥲, riwayatnya sekampung anti vaksin semua.",https://www.threads.com/@jelita_story/post/DV0yPV0FAXB,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: Ini cuma sebagian kecil saja, untold story tentang anak2 sakit / MD karena sakit yang seharusnya bisa dicegah dengan imunisasi banyak di RS. Bahkan pernah ada pasien anak datang ke IGD sudah ngorok dan kesadaran menurun pas di lihat tenggoroknya full beslag karena difteri🥲, riwayatnya sekampung anti vaksin semua.  Translate Ini cuma sebagian kecil saja, untold story tentang anak2 sakit / MD karena sakit yang seharusnya bisa dicegah dengan imunisasi banyak di RS. Bahkan pernah ada pasien anak datang ke IGD sudah ngorok dan kesadaran menurun pas di lihat tenggoroknya full beslag karena difteri🥲, riwayatnya sekampung anti vaksin semua.",negative,0.9613034725189209,2026-03-09
d.rofiyatun_,2026-03-13 23:52:31+00:00,Tapii antivak bilangnya kematian takdir😭😭 entahlah  Translate Tapii antivak bilangnya kematian takdir😭😭 entahlah,https://www.threads.com/@d.rofiyatun_/post/DV1_8uVk7nA,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: Tapii antivak bilangnya kematian takdir😭😭 entahlah  Translate Tapii antivak bilangnya kematian takdir😭😭 entahlah",negative,0.9049584269523621,2026-03-09
ummuluqmanulhakim,2026-03-13 15:32:07+00:00,"Jujur karena ada beberapa kenalan ada yg antivak aku jadi was was mudik dengan kondisi hamil. Meski anak pertamaku sudah lulus imunisasi dasar.. Tapi hm.. Mix feeling. Mudik kali ini rasanya tidak semenyenangkan itu. Semoga orang yang antivak tanpa rujukan/indikasi medis dari nakes segera dapet hidayah. Bahwa sebenarnya suara ini adalah suara keperdulian, tidak serta merta menyudutkan dan menyalahkan hanya saja mengajak demi kebaikan bersama... ✨  Translate Jujur karena ada beberapa kenalan ada yg antivak aku jadi was was mudik dengan kondisi hamil. Meski anak pertamaku sudah lulus imunisasi dasar.. Tapi hm.. Mix feeling. Mudik kali ini rasanya tidak semenyenangkan itu. Semoga orang yang antivak tanpa rujukan/indikasi medis dari nakes segera dapet hidayah. Bahwa sebenarnya suara ini adalah suara keperdulian, tidak serta merta menyudutkan dan menyalahkan hanya saja mengajak demi kebaikan bersama... ✨",https://www.threads.com/@ummuluqmanulhakim/post/DV1Grsrkw2a,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: Jujur karena ada beberapa kenalan ada yg antivak aku jadi was was mudik dengan kondisi hamil. Meski anak pertamaku sudah lulus imunisasi dasar.. Tapi hm.. Mix feeling. Mudik kali ini rasanya tidak semenyenangkan itu. Semoga orang yang antivak tanpa rujukan/indikasi medis dari nakes segera dapet hidayah. Bahwa sebenarnya suara ini adalah suara keperdulian, tidak serta merta menyudutkan dan menyalahkan hanya saja mengajak demi kebaikan bersama... ✨  Translate Jujur karena ada beberapa kenalan ada yg antivak aku jadi was was mudik dengan kondisi hamil. Meski anak pertamaku sudah lulus imunisasi dasar.. Tapi hm.. Mix feeling. Mudik kali ini rasanya tidak semenyenangkan itu. Semoga orang yang antivak tanpa rujukan/indikasi medis dari nakes segera dapet hidayah. Bahwa sebenarnya suara ini adalah suara keperdulian, tidak serta merta menyudutkan dan menyalahkan hanya saja mengajak demi kebaikan bersama... ✨",negative,0.974912703037262,2026-03-09
hendri_yuw,2026-03-13 06:38:33+00:00,Mereka bakalan berkilah lgi ini gara gra campak yg disebarkan shredding virus yg vaksin dok 😅  Translate Mereka bakalan berkilah lgi ini gara gra campak yg disebarkan shredding virus yg vaksin dok 😅,https://www.threads.com/@hendri_yuw/post/DV0Jnw9E4k_,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: Mereka bakalan berkilah lgi ini gara gra campak yg disebarkan shredding virus yg vaksin dok 😅  Translate Mereka bakalan berkilah lgi ini gara gra campak yg disebarkan shredding virus yg vaksin dok 😅",negative,0.9366288185119629,2026-03-09
mugayatstore,2026-03-13 07:21:32+00:00,Padahal strain virus vaksin terbukti tidak menyebar  Translate Padahal strain virus vaksin terbukti tidak menyebar,https://www.threads.com/@mugayatstore/post/DV0OiktkTFP,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: Padahal strain virus vaksin terbukti tidak menyebar  Translate Padahal strain virus vaksin terbukti tidak menyebar",negative,0.9325050115585327,2026-03-09
folddinthecheese,2026-03-13 13:33:03+00:00,Dear para influencer anti cyucyuks semoga kaian segera dihisab sesuai dengan kezaliman kalian. Doa 10 malam ramadhan terakhir amin.  Translate Dear para influencer anti cyucyuks semoga kaian segera dihisab sesuai dengan kezaliman kalian. Doa 10 malam ramadhan terakhir amin.,https://www.threads.com/@folddinthecheese/post/DV05Dmjjw92,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: Dear para influencer anti cyucyuks semoga kaian segera dihisab sesuai dengan kezaliman kalian. Doa 10 malam ramadhan terakhir amin.  Translate Dear para influencer anti cyucyuks semoga kaian segera dihisab sesuai dengan kezaliman kalian. Doa 10 malam ramadhan terakhir amin.",negative,0.95473313331604,2026-03-09
krisss5__,2026-03-13 06:02:12+00:00,KLO buat saya Vaksin flu dan vaksin covid Pfizer aja yg masalah. Gak semua vaksin itu bener juga KLO buat saya Vaksin flu dan vaksin covid Pfizer aja yg masalah. Gak semua vaksin itu bener juga,https://www.threads.com/@krisss5__/post/DV0FdemDrF3,https://www.threads.com/@jelita_story/post/DV0EjQFiSQj,threads,True,"Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu.  Translate Laporan saya ke dinkes divisi pd3i ( penyakit yang dapat dicegah dengan imunisasi). Kasus bayi 2 bulan MD suspect campak, masuk dengan gagal nafas, dirumah demam dan ruam2, riwayat kakaknya dirawat di RS 6 hari karena campak, ibunya terkena campak sekarang lagi isolasi mandiri dirumah. Wabah campak itu nyata dan diluar sana anti vaksin terus berkoar2 vaksin berbahaya!! Berapa dosa jariyahmu saat ada ibu terpengaruh untuk tidak memberikan vaksin ke bayinya dan bayi itu meninggal dunia karena itu. — Balasan: KLO buat saya Vaksin flu dan vaksin covid Pfizer aja yg masalah. Gak semua vaksin itu bener juga KLO buat saya Vaksin flu dan vaksin covid Pfizer aja yg masalah. Gak semua vaksin itu bener juga",negative,0.9529287815093994,2026-03-09
