index,account,postdate,tweet,link,topic_tag,comments,retweets,likes,shares,replysource
197,annisakhannaa,2025-09-11T02:36:10.000Z,"belajar dari dpt1-pcv1-polio2-rota yg banyak drama 😮‍💨 - demam > 38 - bengkak sampai nangis kejer - rewel dan kesakitan di bekas suntikan - ga mau tidur di kasur  - badan anget sampai 4 hari belajar dari dpt1-pcv1-polio2-rota yg banyak drama 😮‍💨 - demam > 38 - bengkak sampai nangis kejer - rewel dan kesakitan di bekas suntikan - ga mau tidur di kasur  - badan anget sampai 4 hari ✨akhirnya di dpt2 - pcv2 - polio3 - rota2 minim drama jadi ga takut imunisasi gratis di puskesmas 🥹🤗 ✨akhirnya di dpt2 - pcv2 - polio3 - rota2 minim drama jadi ga takut imunisasi gratis di puskesmas 🥹🤗 ‼️ini yang aku lakuin dari banyaknya tips2 dari buibu semua🥹  Translate ‼️ini yang aku lakuin dari banyaknya tips2 dari buibu semua🥹",https://www.threads.com/@annisakhannaa/post/DOcgaW6CZAV,"imunisasi dpt",0,0,0,0,NaN
198,carlsonkurniawan,2025-11-24T11:23:36.000Z,"Hi moms, hari ini belajar sedikit mengenai imunisasi bayi <12 bulan. Semoga bermanfaat, boleh dibantu like dan share, diskusi boleh di comment atau via DM 😇 Hi moms, hari ini belajar sedikit mengenai imunisasi bayi <12 bulan. Semoga bermanfaat, boleh dibantu like dan share, diskusi boleh di comment atau via DM 😇",https://www.threads.com/@carlsonkurniawan/post/DRb_mHQkocx,"dokteranak",0,0,0,0,NaN
199,marisa_mamat,2025-10-27T01:15:32.000Z,"Doktor di eja promoter,lokter,dogtor vaksin jadi badsin,air zion KKM jadi Key Key Emm Macam² lagilah. Apalah teruk sangat golongan antivaksin ni. Nampak BODOH tau,bukan acah2 lagi.  Translate Doktor di eja promoter,lokter,dogtor vaksin jadi badsin,air zion KKM jadi Key Key Emm Macam² lagilah. Apalah teruk sangat golongan antivaksin ni. Nampak BODOH tau,bukan acah2 lagi.",https://www.threads.com/@marisa_mamat/post/DQSzwCZE-nV,"",0,0,0,0,NaN
200,farrahyong,2025-09-07T06:57:02.000Z,"Kita selalu dgr cerita antivaxx mmg reject vaksin. Or kesan lepas vaksin. Tapi ada ker cerita antivaxx yg menyesal tak vaksin anak dia lepas dpt penyakit. Ok medical pepol. This is ur time to shine. Spill the tea! Kita selalu dgr cerita antivaxx mmg reject vaksin. Or kesan lepas vaksin. Tapi ada ker cerita antivaxx yg menyesal tak vaksin anak dia lepas dpt penyakit. Ok medical pepol. This is ur time to shine. Spill the tea!",https://www.threads.com/@farrahyong/post/DOSrFgAEWK-,"",0,0,0,0,NaN
201,drrolandvictormd,2025-02-16T09:45:47.000Z,"Taip ‘VAKSIN INFLUENZA’, I’ll send the video link to your DM. Taip ‘VAKSIN INFLUENZA’, I’ll send the video link to your DM.",https://www.threads.com/@drrolandvictormd/post/DGIRBhgTTer,"",0,0,0,0,NaN
202,thepreciousmiaaa,2025-10-23T15:03:12.000Z,"Kalini aku memang betul2 marah betul2 baran dengan antivax!!  Anak aku suspect measles. Tak pernah ek measles kena ambil darah cek antibody. Tapi kalini anak aku kena cucuk ambil darah. PKD minta untuk confirmkan measles sebab banyak sangat antivax berleluasa kat malaysia ni. Tak pasal2 anak aku kena cocok! Anak aku fully vax tahu. Herd immunity dh makin kurang sbb bangsa2 meratib taknak vaksin ni dh bersepah. Serabut lah. Prosedur makin bertambah itu ini. Anak yg fully vax ni jd mangsa.  Translate Kalini aku memang betul2 marah betul2 baran dengan antivax!!  Anak aku suspect measles. Tak pernah ek measles kena ambil darah cek antibody. Tapi kalini anak aku kena cucuk ambil darah. PKD minta untuk confirmkan measles sebab banyak sangat antivax berleluasa kat malaysia ni. Tak pasal2 anak aku kena cocok! Anak aku fully vax tahu. Herd immunity dh makin kurang sbb bangsa2 meratib taknak vaksin ni dh bersepah. Serabut lah. Prosedur makin bertambah itu ini. Anak yg fully vax ni jd mangsa.",https://www.threads.com/@thepreciousmiaaa/post/DQJ_SjxCRI1,"",42,0,1400,0,NaN
203,espressofiqa,2025-11-20T23:09:40.000Z,"""Lepas vaksin covid, semua penyakit timbul. Ramai orang sakit."" ""Lepas vaksin covid, semua penyakit timbul. Ramai orang sakit."" Sebelum covid, hospital² and clinic² kosong ker?  Translate Sebelum covid, hospital² and clinic² kosong ker?",https://www.threads.com/@espressofiqa/post/DRS9N-qE9Au,"",0,0,1700,0,NaN
204,bangbellbelia,2025-10-18T13:12:50.000Z,"kenapa kau provaksin? kenapa kau provaksin? 1. Sebab kau tak ada anak lagi. 2. Kau ada anak dan anak kau sihat walaupun full dose 3. Kau ikut pihak berautoriti 4. Anak kau kena AEFI vaksin tapi kau redha dan anggap itu takdir ilahi. tak boleh elak  Translate 1/2 1. Sebab kau tak ada anak lagi. 2. Kau ada anak dan anak kau sihat walaupun full dose 3. Kau ikut pihak berautoriti 4. Anak kau kena AEFI vaksin tapi kau redha dan anggap itu takdir ilahi. tak boleh elak",https://www.threads.com/@bangbellbelia/post/DP86ryjEkhP,"",0,0,0,0,NaN
205,aina_suhaimi_,2025-11-09T09:33:46.000Z,"Perkongsian yang menarik saya ss daripada posting Dr Imelda yang pernah viral sebelum ni 😁  Translate Perkongsian yang menarik saya ss daripada posting Dr Imelda yang pernah viral sebelum ni 😁",https://www.threads.com/@aina_suhaimi_/post/DQ1LGk5katr,"Vaksin",70,0,1300,0,NaN
206,najonadiatika,2025-11-09T11:03:50.000Z,"najonadiatikaVerified Stay safe yaaa. Terutama buat anak2 lagi musim banget campak. Di RS penuh ruang rawat anak penyebabnya karna campak + komplikasinya (radang paru, radang saluran pencernaan, hingga radang pada otak sehingga anaknya kejang) Stay safe yaaa. Terutama buat anak2 lagi musim banget campak. Di RS penuh ruang rawat anak penyebabnya karna campak + komplikasinya (radang paru, radang saluran pencernaan, hingga radang pada otak sehingga anaknya kejang) Dan dari yang dirawat itu 90% TIDAK IMUNISASI 😭😭 Dan dari yang dirawat itu 90% TIDAK IMUNISASI 😭😭 Plis banget ibu bapak, tolong dilengkapi imunisasi anak anaknya. Karna kasian kalau sakit, jadinya sulit makan minum, resiko penularan juga tinggi.  Translate Plis banget ibu bapak, tolong dilengkapi imunisasi anak anaknya. Karna kasian kalau sakit, jadinya sulit makan minum, resiko penularan juga tinggi.",https://www.threads.com/@najonadiatika/post/DQ1VaPskSk9,"",0,0,0,0,NaN
207,dr.aliazara,2025-12-16T12:48:13.000Z,"“Sebab vaksin covid ke kacau sperma saya?” “Sebab vaksin covid ke kacau sperma saya?” Ya Allah bang… Masuk bilik consultation pun bau rokok masih melekat, Cholesterol tinggi ;tunggu masa je nak heart attack. BMI pun… hmmmm 😮‍💨 Ya Allah bang… Masuk bilik consultation pun bau rokok masih melekat, Cholesterol tinggi ;tunggu masa je nak heart attack. BMI pun… hmmmm 😮‍💨 Tapi last-last 👉 vaksin juga yang disalahkan. Tapi last-last 👉 vaksin juga yang disalahkan. fengsan gue, fengsan! 🫠 fengsan gue, fengsan! 🫠",https://www.threads.com/@dr.aliazara/post/DSUyxJnkvfQ,"",0,0,1300,0,NaN
208,@philopirate78,,"Mbak Antivax ini dgn akun @philopirate78 , melakukan DISINFORMASI dan FRAMING SESAT terhdp @dokterkodya. Mbak Antivax ini dgn akun , melakukan DISINFORMASI dan FRAMING SESAT terhdp @dokterkodya @dokterkodya Katanya, kami hnya edukasi insert Vax Katanya, kami hnya edukasi Adverse Effect Katanya, kami hnya edukasi insert Vax Katanya, kami hnya edukasi Adverse Effect Hei Bu, yang KALIAN lakukan itu bkn EDUKASI tapi MISSINFORMASI. Kalian menakut2i masyarakat seolah Adverse Effect itu hal yg PASTI TERJADI. Hei Bu, yang KALIAN lakukan itu bkn EDUKASI tapi MISSINFORMASI. Kalian menakut2i masyarakat seolah Adverse Effect itu hal yg PASTI TERJADI. Kalian tdk menjelaskan studi epidemiologi Kalian tdk mengerti toksikologi Kalian juga tidak memberikan informasi berimbang resiko cacat akibat penyakit infeksi menular.  Translate 1/3 Kalian tdk menjelaskan studi epidemiologi Kalian tdk mengerti toksikologi Kalian juga tidak memberikan informasi berimbang resiko cacat akibat penyakit infeksi menular.",https://www.threads.com/@ragilkurniawn/post/DVw2BeEE31l/media,"",0,0,0,0,NaN
209,iogh_bp,2025-11-20T04:37:39.000Z,"Wah karena ikut nimbrung efek samping vaksin Aku diserbu anti vaksin. Maap maap saya lagi seminar fokus dulu ya. Maaf maaf Udah saya ga bales lagi ya. Kalo udah ga percaya ya ak bisa apa. Walau semua data ak kasih. Mohon maaf saya yang kurang pintar, bodoh malah, makanya saya terus belajar….  Tpi selama dunia, negara, pakar2 dokter anak merekomendasikan vaksin Saya akan tetap berpegang teguh kalo vaksin penting.  Translate Wah karena ikut nimbrung efek samping vaksin Aku diserbu anti vaksin. Maap maap saya lagi seminar fokus dulu ya. Maaf maaf Udah saya ga bales lagi ya. Kalo udah ga percaya ya ak bisa apa. Walau semua data ak kasih. Mohon maaf saya yang kurang pintar, bodoh malah, makanya saya terus belajar….  Tpi selama dunia, negara, pakar2 dokter anak merekomendasikan vaksin Saya akan tetap berpegang teguh kalo vaksin penting.",https://www.threads.com/@iogh_bp/post/DRQ99a6ASOP,"",0,0,0,0,NaN
210,juniordede86,2025-09-26T08:35:09.000Z,"POV pak wakil ""Kamu mau ambil,sana aku tungguin... POV pak wakil ""Kamu mau ambil,sana aku tungguin... Terasa kayak SMA teman kan jadinya😌 Terasa kayak SMA teman kan jadinya😌 #papuaselatan #anakanakmerauke #anakpanti #walpres #gibranrakabumingraka #wakilpresiden #goodjob #papuaselatan #anakanakmerauke #anakpanti #walpres #gibranrakabumingraka #wakilpresiden #goodjob #Wenesdayevent #october2025intake #Wenesdayevent #october2025intake",https://www.threads.com/@juniordede86/post/DPDxakQDbor,"",0,0,1600,0,NaN
211,ramakcc13,2025-07-19T14:23:32.000Z,"Anak volly pasti setia🤣🤣  Translate Anak volly pasti setia🤣🤣",https://www.threads.com/@ramakcc13/post/DMSub0wzj3c,"",0,0,0,0,NaN
212,rizka_nuraini_,2025-01-03T07:14:27.000Z,"butuh pendamping anak santri 🙆🏻‍♀️  fypviral  Translate butuh pendamping anak santri 🙆🏻‍♀️  fypviral",https://www.threads.com/@rizka_nuraini_/post/DEWsu7gSLB_,"fypviral",0,0,0,0,NaN
213,deanolaivanasuryani,2025-01-01T07:30:37.000Z,"Nama : Deanola Ivana Suryani Panggil : Ivana Asal : Medan Umur : Hmmm Kasih tau gak yah🤭 Suku : Jawa Anak tunggal Stay : Jakarta Perkerjaan : Hrd Staff  Translate Nama : Deanola Ivana Suryani Panggil : Ivana Asal : Medan Umur : Hmmm Kasih tau gak yah🤭 Suku : Jawa Anak tunggal Stay : Jakarta Perkerjaan : Hrd Staff",https://www.threads.com/@deanolaivanasuryani/post/DERk_l4J3j8,"",0,0,0,0,NaN
214,sc_asya30,2025-10-20T10:39:17.000Z,"biar gak keliatan tamvan nya😜#trendingreels #anakbaikbaik  Translate biar gak keliatan tamvan nya😜#trendingreels #anakbaikbaik",https://www.threads.com/@sc_asya30/post/DQBysxiEY94,"",0,0,0,0,NaN
215,jansonsaragih,2025-10-14T15:21:57.000Z,"Anak saya Reyanrisses telah dipanggil oleh Tuhan Bapa di Surga,  saya sama sekali tidak menyangka kejadian laka lantas di km 14. Palangkaraya kasongan, pada tanggal 24 September. 2025. mengakubatkan anaksaya meninggal dunia di usia 28 tahun di saat kariernya mulai naik yaitu sebagai karyawan bri Kasongan. Yang mana anak saya telah lulus seleksi menjadi pegawai tetap.  Selamat jalan anakku Reyanrisses semoga anakda damai bersama Baapak di Surga,  Translate Anak saya Reyanrisses telah dipanggil oleh Tuhan Bapa di Surga,  saya sama sekali tidak menyangka kejadian laka lantas di km 14. Palangkaraya kasongan, pada tanggal 24 September. 2025. mengakubatkan anaksaya meninggal dunia di usia 28 tahun di saat kariernya mulai naik yaitu sebagai karyawan bri Kasongan. Yang mana anak saya telah lulus seleksi menjadi pegawai tetap.  Selamat jalan anakku Reyanrisses semoga anakda damai bersama Baapak di Surga,",https://www.threads.com/@jansonsaragih/post/DPy2SAiksE4,"",0,0,0,0,NaN
216,wily_willu,2025-01-21T02:14:07.000Z,"Kim Hwat temui Doktif?? Kim Hwat temui Doktif?? Kalo Kim sudah turun pasti rame. Wkwkwk. Kim adalah sahabat mendiang Vanessa Angel yg dulu tiba tiba muncul dan langsung memborbardir ibu tiri Vanessa dan ayahnya. Inget ""Pocong Lontong""?. Hehehe. Kalo Kim sudah turun pasti rame. Wkwkwk. Kim adalah sahabat mendiang Vanessa Angel yg dulu tiba tiba muncul dan langsung memborbardir ibu tiri Vanessa dan ayahnya. Inget ""Pocong Lontong""?. Hehehe. Dia tidak terima Vanessa dan Bibi dijelek-jelekkan. Waktu issue pemindahan makam terjadi pun Kim langsung menyambangi makam Vanessa dan Bibi. Disana dia berkata di depan wartawan, ""Gak ada yg boleh ganggu anak gw!!! Anak gw udah tenang!"".  Translate Dia tidak terima Vanessa dan Bibi dijelek-jelekkan. Waktu issue pemindahan makam terjadi pun Kim langsung menyambangi makam Vanessa dan Bibi. Disana dia berkata di depan wartawan, ""Gak ada yg boleh ganggu anak gw!!! Anak gw udah tenang!"".",https://www.threads.com/@wily_willu/post/DFEgq95TqHg,"",0,0,0,0,NaN
217,lagi.viral,2025-10-29T05:01:29.000Z,"lagi.viralVerified JIKA MEMANG BENAR, SEMOGA DIBERIKAN HIDAYAH KPD ANAK2NYA UNTUK JEMPUT & RAWAT AYAHNYA🤲😭 . Video From : VT/Wahyu K sinaga #lagiviral JIKA MEMANG BENAR, SEMOGA DIBERIKAN HIDAYAH KPD ANAK2NYA UNTUK JEMPUT & RAWAT AYAHNYA🤲😭 . Video From : VT/Wahyu K sinaga #lagiviral",https://www.threads.com/@lagi.viral/post/DQYXMh3k1CH,"",0,0,0,0,NaN
218,dki_ikyy_pom4la4,2025-02-02T15:22:20.000Z,"fypviral pesona anak bjg yg slalu d sia sia in ☠️🏴‍☠️  Translate fypviral pesona anak bjg yg slalu d sia sia in ☠️🏴‍☠️",https://www.threads.com/@dki_ikyy_pom4la4/post/DFk0SVGTi2Q,"fypviral",0,0,0,0,NaN
219,onengreal,2025-05-22T14:29:22.000Z,"Anak nangis,Oneng asik mancing #vlog  #reelsinstagram Anak nangis,Oneng asik mancing #vlog  #reelsinstagram",https://www.threads.com/@onengreal/post/DJ9Y_xBv93S,"",0,0,0,0,NaN
220,tinytalesid,2025-11-29T11:19:54.000Z,"Jadwal vaksin anak usia 0-18 tahun. Boleh komen yaa kalau ada yang mau kasih testimoni atau info harga vaksin di Malang🩷  Translate Jadwal vaksin anak usia 0-18 tahun. Boleh komen yaa kalau ada yang mau kasih testimoni atau info harga vaksin di Malang🩷",https://www.threads.com/@tinytalesid/post/DRo3JctAWCL,"",0,0,0,0,NaN
221,deeyamaleesha,2025-11-17T01:18:54.000Z,"Tak pernah terfikir pun in future akan jadi antivaksin. Dulu pernah tgk, org taknak vaksin (antivaksin), dlm hati, alaa cucuk je pun, apa nak takut. Tp tak pernah ada rasa nak kecam atau kondem org. Tp secara jujurnya, aku tak pernah ambik tahu kndgn & side effects vaksin secara mendalam. Allah nak buka pintu hati aku lepas anak AEFI kali ke 4. Baru terdetik tau. Dulu masa anak warded lepas vaksin je, aku rasa sedih, apa laa salah aku, knp uji mcm ni. Pdhl tak nmpk lg tau punca vaksin. 👇  Translate 1/5 Tak pernah terfikir pun in future akan jadi antivaksin. Dulu pernah tgk, org taknak vaksin (antivaksin), dlm hati, alaa cucuk je pun, apa nak takut. Tp tak pernah ada rasa nak kecam atau kondem org. Tp secara jujurnya, aku tak pernah ambik tahu kndgn & side effects vaksin secara mendalam. Allah nak buka pintu hati aku lepas anak AEFI kali ke 4. Baru terdetik tau. Dulu masa anak warded lepas vaksin je, aku rasa sedih, apa laa salah aku, knp uji mcm ni. Pdhl tak nmpk lg tau punca vaksin. 👇",https://www.threads.com/@deeyamaleesha/post/DRI41FhEzP3,"Provacc➡️Antivacc",0,0,0,0,NaN
222,fufuelmart,2025-12-04T05:45:42.000Z,"fufuelmartVerified Hari ini sedih sekali dpt pasien anak perempuan usia 8 bulan demam dengan kemerahan campak bahkan sudah sampai ke area dalam mulut. Hari ini sedih sekali dpt pasien anak perempuan usia 8 bulan demam dengan kemerahan campak bahkan sudah sampai ke area dalam mulut. BB lahir 3kg, BB sekarang 5,2kg. Saat di plotting berada di garis hitam alias gizi buruk. Saturasi oksigen 87%. BB lahir 3kg, BB sekarang 5,2kg. Saat di plotting berada di garis hitam alias gizi buruk. Saturasi oksigen 87%. Minggu kemarin ibunya baru memeriksakan kakaknya yg kena campak, sekarang anak terkecilnya. Minggu kemarin ibunya baru memeriksakan kakaknya yg kena campak, sekarang anak terkecilnya. Awal ibu datang sinis sekali saat kami tanya soal imunisasi, ketika kami jelaskan kondisi anaknya seperti apa dgn detail, akhirnya tangis beliau pecah juga.🥹  Translate 1/3 Awal ibu datang sinis sekali saat kami tanya soal imunisasi, ketika kami jelaskan kondisi anaknya seperti apa dgn detail, akhirnya tangis beliau pecah juga.🥹",https://www.threads.com/@fufuelmart/post/DR1I4BXEQoL,"",0,0,0,0,NaN
223,nawangwulan00,2025-05-07T22:03:18.000Z,"Buibu ada yang anaknya pernah kena ISK? Brp lama sembuhnya ya Buibuu? Apa bisa imunisasi? Gejalanya apa di anak ibu ibuu  Translate Buibu ada yang anaknya pernah kena ISK? Brp lama sembuhnya ya Buibuu? Apa bisa imunisasi? Gejalanya apa di anak ibu ibuu",https://www.threads.com/@nawangwulan00/post/DJXlBiiTiC8,"",0,0,0,0,NaN
224,hakakshare,2026-05-20T16:24:59.000Z,"Hakak terfikir 1 benda la. Masa haroqs fly drone tu, issewel dah dekat ngn kapal diorang kan. Pastu camne haroqs buat eh nak transfer video tu lagi. Nak post lagi. Pastu line kuat ke tak masa tu? Hakak terfikir 1 benda la. Masa haroqs fly drone tu, issewel dah dekat ngn kapal diorang kan. Pastu camne haroqs buat eh nak transfer video tu lagi. Nak post lagi. Pastu line kuat ke tak masa tu? Dengan issewel tu duk acu senapang lagi kan. Tak cemas ke waktu tu eh. Dengan nak kena campak barang2 gadget lagi. Smooth plak haroqs handle eh. Tlg lah jwb nak tahu sangat. 🥲  Translate Dengan issewel tu duk acu senapang lagi kan. Tak cemas ke waktu tu eh. Dengan nak kena campak barang2 gadget lagi. Smooth plak haroqs handle eh. Tlg lah jwb nak tahu sangat. 🥲",https://www.threads.com/@hakakshare/post/DYkSyazgaK5,"",39,0,7500,0,NaN
225,_irfanrafidi,2026-05-20T12:30:26.000Z,"Pendapat aku dari side marketing (awareness), @haroqs dan team Sumud ni memang bijak. Pendapat aku dari side marketing (awareness), dan team Sumud ni memang bijak. Dia tau masa dia campak gula2 ke laut tu, 50-50 sampai ke 🍉 . Dan konfem akan ada netizen yang bersuara pasal ni. Dan yes betul, ramai yang bersuara, ada yang backup dan ada juga yang perli. Sampai artis, influencer pun turut bersuara pasal gula2. Dia tau masa dia campak gula2 ke laut tu, 50-50 sampai ke 🍉 . Dan konfem akan ada netizen yang bersuara pasal ni. Dan yes betul, ramai yang bersuara, ada yang backup dan ada juga yang perli. Sampai artis, influencer pun turut bersuara pasal gula2. Tapi lepas tu, dia post video drone dia rakam rejim zi0nis serang dan pintas bot diorang. Dan video tu viral lagi sekali dan ramai puji Tapi lepas tu, dia post video drone dia rakam rejim zi0nis serang dan pintas bot diorang. Dan video tu viral lagi sekali dan ramai puji Kenapa aku kata bijak?…  Translate 1/3 Kenapa aku kata bijak?…",https://www.threads.com/@_irfanrafidi/post/DYj38kij3eo,"",148,1500,7700,35,NaN
226,malaysiabertauhidofficial,2026-05-19T11:53:53.000Z,"malaysiabertauhidofficialVerified Dah korang, takyah gaduh dah. Min dah bagitahu dia supaya lepasni jangan campak lagi coklat dalam laut. Kes setel okay?  Translate 1/2 Dah korang, takyah gaduh dah. Min dah bagitahu dia supaya lepasni jangan campak lagi coklat dalam laut. Kes setel okay?",https://www.threads.com/@malaysiabertauhidofficial/post/DYhO9-PEvTY,"",390,0,9000,0,NaN
227,qszzzs,2026-05-20T11:40:34.000Z,"weh korang nak tanya boleh angkat ke kucing ni? sebab ada budak jatuhkan(/campak) kucing ni dari tingkat 6 lepas dari tu kucing tu tak gerak and najis dia terkeluar macam tu. Sampai sekarang takde spe berani sentuh kucing tu  Translate 1/3 weh korang nak tanya boleh angkat ke kucing ni? sebab ada budak jatuhkan(/campak) kucing ni dari tingkat 6 lepas dari tu kucing tu tak gerak and najis dia terkeluar macam tu. Sampai sekarang takde spe berani sentuh kucing tu",https://www.threads.com/@qszzzs/post/DYjyPTwGmoH,"",130,0,2700,0,NaN
228,anyssaazmi,2026-05-20T13:38:42.000Z,"Weyyyy ade pulak yg share gmbar baby baru lahir siap bertali pusat yg kena campak dari tingkat 10 tu 😭😭😭 nak repost pun tak gamak Weyyyy ade pulak yg share gmbar baby baru lahir siap bertali pusat yg kena campak dari tingkat 10 tu 😭😭😭 nak repost pun tak gamak",https://www.threads.com/@anyssaazmi/post/DYj_wkEmKav,"",0,0,0,0,NaN
229,yuyurashid.cm,2026-05-20T15:01:37.000Z,"yuyurashid.cmVerified BODOHNYA BUANG BABY DARI TINGKAT 10!!!! SEMOGA HIDUP KAU TERSEKSA SAMPAI BILA BILA. KAU BUKAN MANUSIA !! JAHAT GILAA!!!!!!!!!!!! BODOHNYA BUANG BABY DARI TINGKAT 10!!!! SEMOGA HIDUP KAU TERSEKSA SAMPAI BILA BILA. KAU BUKAN MANUSIA !! JAHAT GILAA!!!!!!!!!!!! Sumpah aku xsanggup tgk pic baby tu kesian, baby dilahirkan tanpa dosa nak dilindungi oleh mak bapak tapi kau campak!!! Bodoh ya sangat2 bodoh. Aku dulu nak dpt zuriat 10 tahun menunggu, tapi kau dpt senang2 campak!!!! Sumpah ! Aku doa yg campak baby tu hidup dia terseksa sampai bila2!!! Sumpah aku xsanggup tgk pic baby tu kesian, baby dilahirkan tanpa dosa nak dilindungi oleh mak bapak tapi kau campak!!! Bodoh ya sangat2 bodoh. Aku dulu nak dpt zuriat 10 tahun menunggu, tapi kau dpt senang2 campak!!!! Sumpah ! Aku doa yg campak baby tu hidup dia terseksa sampai bila2!!!",https://www.threads.com/@yuyurashid.cm/post/DYkJP03FGr9,"",104,0,2400,0,NaN
230,fyqataib,2026-05-20T14:42:15.000Z,"Korangg! Plis jangan share gambar baby perempuan yg kena campak dari bangunan tuu. Tak sensored pulak tuuu😭. Kalau nak share jugak plis tutup la pakai sticker kee. Hmmm tak boleh tengok lah😭. Korangg! Plis jangan share gambar baby perempuan yg kena campak dari bangunan tuu. Tak sensored pulak tuuu😭. Kalau nak share jugak plis tutup la pakai sticker kee. Hmmm tak boleh tengok lah😭.",https://www.threads.com/@fyqataib/post/DYkHCAfE7i-,"",0,0,0,0,NaN
231,drtaufiqraziff,2026-05-21T02:23:38.000Z,"Keluarga @haroqs diugut oleh geng Mossad. diugut oleh geng Mossad. Mereka nak main keji, kita main virality! Mereka nak main keji, kita main virality! Teruskan repost pasal Sumud & video si lempeng Ben Gvir!!! Teruskan repost pasal Sumud & video si lempeng Ben Gvir!!! Nota kaki : Mereka marah haroqs bukan sebab campak coklat dalam laut. Mereka marah sebab video drone Haroqs tersebar satu dunia!  Translate Nota kaki : Mereka marah haroqs bukan sebab campak coklat dalam laut. Mereka marah sebab video drone Haroqs tersebar satu dunia!",https://www.threads.com/@drtaufiqraziff/post/DYlXTGqgSwG,"",172,8400,15300,273,NaN
232,bellejamal_,2026-05-20T13:52:11.000Z,"Baru lepas tengok baby yang kene campak/baling dari tingkat 10 tu 😭 Tak berkecai. Malaikat sambut agaknya 🥹 Allahu 😔 Baru lepas tengok baby yang kene campak/baling dari tingkat 10 tu 😭 Tak berkecai. Malaikat sambut agaknya 🥹 Allahu 😔",https://www.threads.com/@bellejamal_/post/DYkBTQmEZYS,"",0,0,0,0,NaN
233,dr.aliphildan,2026-04-11T04:28:13.000Z,"dr.aliphildanVerified dapet laporan dari netizlip wkwkwk paan sih🤣 @philopirate78 ga inget yg mulai bikin list2 sales vaksin siapa?? then tiba2 ngepap bisep?? biar apaa? karena kalah argumen?? udh gtu sempet fitnah kalo aku blg bisepnya pake filter😭🤣🤣🤣 makanya teh kalo kurang berilmu yaa ngilmu bude😭🙏🏻 bukan malah share info2 misleading, jujur kasian audiencemu😭😭 udh brapa bnyk info2 yg salah tp dengan pedenya di share? awan kontainer? endorsement campak? hurricane buatan? matahari ngecrack? wkwkkw🙏🏻🙏🏻 mandi deh mandi 🧼 1/2 dapet laporan dari netizlip wkwkwk paan sih🤣 @philopirate78 @philopirate78 ga inget yg mulai bikin list2 sales vaksin siapa?? then tiba2 ngepap bisep?? biar apaa? karena kalah argumen?? udh gtu sempet fitnah kalo aku blg bisepnya pake filter😭🤣🤣🤣 makanya teh kalo kurang berilmu yaa ngilmu bude😭🙏🏻 bukan malah share info2 misleading, jujur kasian audiencemu😭😭 udh brapa bnyk info2 yg salah tp dengan pedenya di share? awan kontainer? endorsement campak? hurricane buatan? matahari ngecrack? wkwkkw🙏🏻🙏🏻 mandi deh mandi 🧼",https://www.threads.com/@dr.aliphildan/post/DW-lwjID3Oh,"",46,0,1600,0,NaN
234,drtaufiqraziff,2026-05-19T04:03:51.000Z,"Antara strategi Haroqs yang ramai orang tak tahu.. Antara strategi Haroqs yang ramai orang tak tahu.. Dia infaq drone berharga rm15k untuk misi ni. Jadi dia terbangkan drone tu untuk tengok kapal pengganas Z dari jauh Dia infaq drone berharga rm15k untuk misi ni. Jadi dia terbangkan drone tu untuk tengok kapal pengganas Z dari jauh Ni rahsia kita kita je ni. Harap geng 8200 tak baca lah 😅 Ni rahsia kita kita je ni. Harap geng 8200 tak baca lah 😅 Nota penting : Infaq tu maksudnya dia korbankan drone ni untuk misi sebab kalau dipintas dia akan campak ke laut juga drone ni supaya pengganas Z tak dapat maklumat sensitif dalam drone tu  Translate 1/2 Nota penting : Infaq tu maksudnya dia korbankan drone ni untuk misi sebab kalau dipintas dia akan campak ke laut juga drone ni supaya pengganas Z tak dapat maklumat sensitif dalam drone tu",https://www.threads.com/@drtaufiqraziff/post/DYgZLQ2Abue,"",178,1700,11200,143,NaN
235,faris_ajmain,2026-05-20T14:39:50.000Z,"Allahu tergamak nya buang bayi. Campak dari tingkat 10 pulak tu. Kejam betul.😭  Translate Allahu tergamak nya buang bayi. Campak dari tingkat 10 pulak tu. Kejam betul.😭",https://www.threads.com/@faris_ajmain/post/DYkGwT7EZEJ,"",0,0,0,0,NaN
236,akhifairuz,2026-05-19T14:53:05.000Z,"Live bersama Rahmat Sumud Nusantara tadi. Live bersama Rahmat Sumud Nusantara tadi. 1. Beliau dan rakan-rakan tegur Haroqs pasal campak coklat ke laut. Haroqs juga terima teguran netizen. Beliau dah delete video berkenaan. Rahmat maklumkan juga, Haroqs ni anak muda, cintakan kanak-kanak, maka tindakan beliau membawa coklat yang banyak tak ada niat lain selain nak menggembirakan anak-anak di G. Namun kekhilafan itu beliau akui. Haroqs ucap terima kasih buat insan-insan yang menegurnya.  Translate 1/6 1. Beliau dan rakan-rakan tegur Haroqs pasal campak coklat ke laut. Haroqs juga terima teguran netizen. Beliau dah delete video berkenaan. Rahmat maklumkan juga, Haroqs ni anak muda, cintakan kanak-kanak, maka tindakan beliau membawa coklat yang banyak tak ada niat lain selain nak menggembirakan anak-anak di G. Namun kekhilafan itu beliau akui. Haroqs ucap terima kasih buat insan-insan yang menegurnya.",https://www.threads.com/@akhifairuz/post/DYhjegIj-0L,"globalsumudflotilla",0,0,0,0,NaN
